date_time,search_count,job_id,job_title,company,location,update_time,applicants,job_time,job_level,job_type,company_size,company_industry,job_details
19Jun2024-15:22:41,247,3943977867,Associate Product Manager,Greytip Software Pvt. Ltd.,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,201-500 employees,IT Services and IT Consulting,"Competitive Analysis, Consumer Behavior, Data Analytics, Market Research, Product Management, Product Marketing, Product Requirements, Product Road Mapping, Product Vision, and User Stories"
19Jun2024-15:22:43,247,3937837750,Inside Sales Manager - US,Sprintzeal,"Bengaluru, Karnataka, India",2 weeks ago,41 applicants,,,On-site Full-time,51-200 employees,,"Communication, Customer Satisfaction, Inside Sales, Job Skills, Lead Generation, Sales Metrics, Sales Operations, Sales Processes, Sales Strategy, and Working Experience"
19Jun2024-15:22:45,247,3941872207,Product Test Engineer (1-2 Years),Texas Instruments,"Bengaluru, Karnataka, India",Reposted 1 day ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Semiconductor Manufacturing,"Analog Semiconductors, Data Analysis, Debugging, Electronic Engineering, High-Voltage Engineering, Mixed-Signal Integrated Circuits, Root Cause Analysis, Semiconductor Engineering, Signal Integrity, and Spotfire"
19Jun2024-15:22:47,247,3942484885,Aptitude Trainer,Pentagon Space,"Bengaluru, Karnataka, India",1 week ago,14 applicants,,,On-site Full-time,51-200 employees,,"Attention to Detail, Attitude Change, Data Interpretation, Defining Requirements, Job Skills, Knowledge Acquisition, Logical Reasoning, Presentations, Query Writing, and Reasoning Skills"
19Jun2024-15:22:49,247,3931634362,"Sr Coordinator, Data Management",Cardinal Health,"Bengaluru, Karnataka, India",3 weeks ago,47 applicants,,,Full-time Entry level,"10,001+ employees",Hospitals and Health Care,"Analytical Skills, Data Analytics, Data Entry, Data Management, Data Strategies, Database Administration, Databases, Marketing, and Training"
19Jun2024-15:22:51,247,3932167415,"Associate, Inventory Operations",Headout,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,201-500 employees,"Technology, Information and Internet","Business Analysis, Communication, Data Analysis, Data Analytics, Google Sheets, Key Performance Indicators, Organization Skills, Reasoning Skills, Technical Proficiency, and Workload Prioritization"
19Jun2024-15:22:53,247,3943841175,Generative AI Field Solutions Architect,Google Cloud - Minnesota,"Bengaluru, Karnataka, India",1 week ago,7 applicants,,,On-site Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Computer Science, Customer Requirements, Data Pipelines, Data Science, Distributed Training, Fine Tuning, Generative AI, Optimizing Performance, Systems Design, and Technical Presentations"
19Jun2024-15:22:57,247,3936635797,Laboratory Technician,,,,,,,On-site Full-time Entry level,"Skills: Laboratory Techniques, Quality Control, +8 more",,"Attention to Detail, Biology, Communication, Laboratory Equipment, Laboratory Skills, Laboratory Techniques, Oral Communication, Problem Solving, Quality Control, and Safety Regulations"
19Jun2024-15:22:59,247,3937348425,"Software Engineer II, QE - Security Products",Sumo Logic,"Bengaluru, Karnataka, India",Reposted 27 minutes ago,Over 100 applicants,,,On-site Full-time Entry level,"501-1,000 employees",Software Development,"Back-End Web Development, C (Programming Language), C#, Communication, Computer Science, Incident Response, Object-oriented Languages, Quality Assurance, Scala, and Test Coverage"
19Jun2024-15:23:01,247,3934820067,Reservoir Technology Development Engineer,Oil and Gas Job Search Ltd,"Bengaluru, Karnataka, India",2 weeks ago,15 applicants,,,On-site Full-time Entry level,201-500 employees,Oil and Gas,"Fluid Simulation, Modeling and Simulation, Petrel, Prediction, Report Writing, Reservoir Evaluation, Reservoir Modeling, Technical Reports, Technology Development, and Test Analysis"
19Jun2024-15:23:08,256,3920856202,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:23:10,256,3937207450,Data Engineer,RWS Group,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"5,001-10,000 employees",Translation and Localization,"Data Cleaning, Data Engineering, Data Manipulation, Data Modeling, Databases, Datasets, Extract, Transform, Load (ETL), Query Optimization, SQL Server Integration Services (SSIS), and Stored Procedures"
19Jun2024-15:23:12,256,3946496154,ES Data Analytics Advisor,Oil and Gas Job Search Ltd,"Bengaluru, Karnataka, India",1 week ago,1 applicant,,,On-site Full-time Entry level,201-500 employees,Oil and Gas,"Business Analysis, Communication, Data Modeling, Datasets, English to Spanish, Enterprise Data, Enterprise Data Modeling, SAP Business Warehouse (SAP BW), SAP Implementation, and Statutory Accounting Principles (SAP)"
19Jun2024-15:23:14,256,3947832384,Placement Manager - Data Analytics,ISDC GLOBAL,"Bengaluru, Karnataka, India",5 days ago,25 applicants,,,On-site Full-time,201-500 employees,,"Campus Placement, Corporate Relations, Data Science, Job Placements, Permanent Placement, and Private Placements"
19Jun2024-15:23:16,256,3933789263,Data Engineer,Alp Consulting Ltd.,"Bengaluru, Karnataka, India",3 weeks ago,45 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Staffing and Recruiting,"Data Analytics, Data Engineering, Data Manipulation, Data Modeling, Data Models, Data Science, Extract, Transform, Load (ETL), Problem Solving, Reporting Requirements, and Scala"
19Jun2024-15:23:21,256,3944434416,Data Management Engineer,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:23:23,256,3947926446,Data Scientist Engineer,Jobs via eFinancialCareers,"Bengaluru East, Karnataka, India",1 week ago,12 applicants,,,On-site Full-time Entry level,201-500 employees,Staffing and Recruiting,"Communication, Data Science, Exchange Traded Derivatives, Integration Testing, Mathematics, Natural Language Processing (NLP), Python (Programming Language), Quantitative Analytics, Technical Documentation, and Thomson Reuters Eikon"
19Jun2024-15:23:25,256,3948306433,Staff Machine Learning Engineer,ShareChat,"Bengaluru, Karnataka, India",6 days ago,70 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Internet Publishing,"Data Analysis, Data Analytics, Data Science, Exploratory Data Analysis, Machine Learning, Neural Networks, Pattern Recognition, Recommender Systems, Statistical Data Analysis, and TensorFlow"
19Jun2024-15:23:28,256,3944008992,Business Analyst,Crox Consulting Inc,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time Entry level,201-500 employees,Staffing and Recruiting,"Analytics, Communication, Critical Thinking, Data Analytics, Documentation, Ethical Hacking, Presentations, Problem Solving, Thinking Skills, and User Stories"
19Jun2024-15:23:30,256,3935612521,Associate - Category Demand Management,Myntra,"Bengaluru, Karnataka, India",3 weeks ago,86 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Analytical Skills, Communication, Mathematics, Microsoft Excel, Operations, Problem Solving, and SQL"
19Jun2024-15:23:32,256,3927812248,Business Analyst,"DIGITAL HARBOR, Inc.","Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,201-500 employees,Software Development,"B2B Software, Business Analysis, Business Requirements, Business Testing, Data Analytics, Documentation, Power Tools, Product Testing, and SAS (Software)"
19Jun2024-15:23:34,256,3941854734,Aptitude Trainer,Pentagon Space,"Bengaluru, Karnataka, India",1 week ago,12 applicants,,,On-site Full-time,51-200 employees,,"Attention to Detail, Attitude Change, Data Interpretation, Defining Requirements, Job Skills, Knowledge Acquisition, Logical Reasoning, Presentations, Query Writing, and Reasoning Skills"
19Jun2024-15:23:36,256,3944445079,Sap hcm,"Enterprise Minds, Inc","Bengaluru, Karnataka, India",1 week ago,34 applicants,,,On-site Full-time,"501-1,000 employees",,"Accounting Standards, Business Process, Computer Science, Human Capital Management, Master Data, SAP FI, SAP FICO, SAP Products, SAP Sales & Distribution, and Statutory Accounting Principles (SAP)"
19Jun2024-15:23:38,256,3903675686,Senior Associate Last Mile - ValMo,Meesho,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees","Technology, Information and Internet","Analytical Skills, Communication, Cost Reduction, Data Analytics, Google Sheets, Interpersonal Skills, Key Performance Indicators, Logics, Problem Solving, and Root Cause"
19Jun2024-15:23:40,256,3923244773,Platform and Silicon Validation Engineer,NVIDIA,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Computer Hardware Manufacturing,"Analog Semiconductors, Communication, Data Acquisition, Electrical Characterization, PCIe, and SerDes"
19Jun2024-15:23:42,256,3929079551,Reservoir Technology Development Engineer,ExxonMobil,"Bengaluru, Karnataka, India",Reposted 1 week ago,Over 100 applicants,,,On-site Full-time Entry level,"501-1,000 employees",Oil and Gas,"Fluid Simulation, Modeling and Simulation, Petrel, Prediction, Reservoir Evaluation, Reservoir Modeling, Technical Reports, Technology Development, Test Analysis, and Transient"
19Jun2024-15:23:44,256,3937844087,SDE-1 (Go Backend),Furlenco,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,201-500 employees,Consumer Services,Java and JavaScript
19Jun2024-15:23:46,256,3934235366,Ecommerce Operations Executive,Blooprint,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"Skills: E-Commerce, Merchandising, +8 more",,"Analytical Skills, Category Management, Communication, Customer Service, Data Analysis, Data Analytics, E-Commerce, Merchandising, Operations, and Oral Communication"
19Jun2024-15:23:48,256,3949495926,Product Designer II,Razorpay,"Bengaluru, Karnataka, India",5 days ago,Over 100 applicants,,,Full-time Entry level,"1,001-5,000 employees",Software Development,"Communication, Creativity Skills, Presentation Skills, Presentations, Usability, User Experience (UX), User Interface Design, User Research, User-centered Design, and Visual Design"
19Jun2024-15:23:50,256,3931130858,Billing & Collections Specialist,BPM LLP,"Bengaluru, Karnataka, India",Reposted 6 days ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Business Consulting and Services,"Accounting Standards, Accounts Receivable (AR), Billing Process, Cash Collection, Client Services, Communication, Customer Engagement, Customer-Focused Selling, Data Analysis, and Pivot Tables"
19Jun2024-15:23:52,256,3948354388,Marketing Operations Associate,Blufig,"Bengaluru, Karnataka, India",6 days ago,30 applicants,,,On-site Full-time Entry level,11-50 employees,Advertising Services,"Communication, Google Tag Manager, Landing Pages, Marketing Operations, Media Management, Organization Skills, Paid Social Media, Problem Solving, Social Media, and Social Media Management"
19Jun2024-15:23:54,256,3922158879,Compliance-Bengaluru-Analyst-Business Unit Compliance,Goldman Sachs,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Financial Services,"Analytical Skills, Business Requirements, Communication, Compliance Engineering, Compliance Management, Global Compliance, Handle Multiple Projects, Interpersonal Communication, Interpersonal Skills, and Problem Solving"
19Jun2024-15:24:01,256,3920856201,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:24:03,256,3948163861,SAP HCM,"Enterprise Minds, Inc","Bengaluru, Karnataka, India",1 week ago,23 applicants,,,On-site Full-time Entry level,"501-1,000 employees",Software Development,"Cyber-security, Data Engineering, FinTech, Human Capital Management, Infor Enterprise Resource Planning (ERP), SAP ERP, SAP FICO, SAP Products, Solution Implementation, and Statutory Accounting Principles (SAP)"
19Jun2024-15:24:05,256,3946902797,Product Designer II,Razorpay,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,Full-time Entry level,"1,001-5,000 employees",Software Development,"Communication, Creativity Skills, Presentation Skills, Presentations, Usability, User Experience (UX), User Interface Design, User Research, User-centered Design, and Visual Design"
19Jun2024-15:24:07,256,3946538148,Customer Experience Specialist,TourHero,"Bengaluru South, Karnataka, India",Reposted 5 days ago,Over 100 applicants,,,On-site Full-time Entry level,11-50 employees,"Technology, Information and Internet","Communication, Customer Experience, Customer Satisfaction, Data Analytics, Data Presentation, Lateral Thinking, Oral Communication, Presentations, Problem Solving, and Thinking Skills"
19Jun2024-15:24:09,256,3944446870,Senior Associate - Paid media,Team Pumpkin,"Bengaluru, Karnataka, India",6 days ago,46 applicants,,,On-site Full-time,201-500 employees,,"Analytical Skills, Digital Marketing, Digital Media, Marketing, Paid Media Advertising, Paid Social Media Advertising, Performance Marketing, Research Skills, Social Media, and Social Media Marketing"
19Jun2024-15:24:11,256,3945459082,Global Investment Research - Research Analyst - Analyst - Bengaluru,Goldman Sachs,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Financial Services,"Analytical Skills, Annual Reports, Attention to Detail, Communication, Data Analysis, Economics, Interpersonal Skills, Research Skills, Sell Side, and Statistical Analysis"
19Jun2024-15:24:13,256,3823483922,Sr. Associate Consultant - Japan MR,Eli Lilly and Company,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Pharmaceutical Manufacturing,"Analytical Reasoning, Analytics, Data Collection, Insight Generation, Japanese, Linear Regression, Market Research, Reasoning Skills, Research Projects, and Strategic Thinking"
19Jun2024-15:24:15,256,3904634270,Logistics Specialist,Hach,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Environmental Services,"Accounting Standards, Analytical Skills, Communication, Interpersonal Communication, Inventory Management, Logistics Management, Production Schedules, and Supply Chain Management"
19Jun2024-15:24:17,256,3937753245,Corporate Sales (Fresher),Floatr Wealth,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time,11-50 employees,,"Cold Calling, Communication, Deal Closure, Presentation Skills, Presentations, Sales, and Sales Management"
19Jun2024-15:24:19,256,3947839229,Strategy and Ops,NEWME,"Bengaluru, Karnataka, India",5 days ago,Over 100 applicants,,,On-site Full-time,51-200 employees,,"Business Insights, Cash Flow, Cash Flow Forecasting, Communication, Defining Requirements, Forecasting, PnL, Presentations, Product Service, and VBA Excel"
19Jun2024-15:24:21,256,3934820053,Returnship-Engineering,Oil and Gas Job Search Ltd,"Bengaluru, Karnataka, India",2 weeks ago,1 applicant,,,On-site Full-time Entry level,201-500 employees,Oil and Gas,"Communication, Flow Assurance, Inversion, Low Carbon, Mathematical Programming, Process Design, Reliability, Reservoir Management, Seismic Enablement Cloud, and Subsea Engineering"
19Jun2024-15:24:25,256,3945537767,Coddle Technologies - MEAN Stack Developer - Node.js/AngularJS,,,,,,,Full-time Entry level,"Skills: AngularJS, MongoDB, +8 more",,"AngularJS, Doctrine (PHP), JavaScript, MongoDB, MySQL, NoSQL, Node.js, PHP, Symfony Framework, and jQuery"
19Jun2024-15:24:27,256,3950299013,Paid Media Executive,Ethinos,"Bengaluru, Karnataka, India",3 days ago,32 applicants,,,On-site Full-time Entry level,201-500 employees,Advertising Services,"Campaigns, Communication, Data Analysis, Data Analytics, Instagram, Marketing Campaign Management, Mediation, Paid Media Advertising, Presentations, and YouTube"
19Jun2024-15:24:29,256,3946626762,Operations Coordinator,Reach,"Bengaluru, Karnataka, India",1 week ago,Over 100 applicants,,,On-site Full-time,51-200 employees,,"Analytical Skills, Attention to Detail, Attitude Change, Box Cloud, Communication, Cross-functional Coordination, Escalations Management, Interpersonal Skills, Knowledge Acquisition, and Multitasking"
19Jun2024-15:24:31,256,3932437348,Finance Support,Momentive,"Bengaluru East, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"5,001-10,000 employees",Chemical Manufacturing,"Accruals, Budgeting, Finance, Financial Reporting, Key Performance Indicators, Margin Analysis, Presentations, Reporting & Analysis, Statutory Accounting Principles (SAP), and Transfer Pricing"
19Jun2024-15:24:33,256,3948350981,Electrical Engineer (Fresher),NeoRealm Solutions,"Bangalore North Rural, Karnataka, India",6 days ago,Over 100 applicants,,,On-site Full-time Entry level,1-10 employees,IT Services and IT Consulting,"AutoCAD, Electrical Design, Electrical Engineering, Electrical Layouts, Electricity, Problem Solving, Project Plans, Project Tracking, Schematic, and Technical Documentation"
19Jun2024-15:24:35,256,3939416640,Associate - Retention and Renewal,Razorpay,"Bengaluru, Karnataka, India",2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"1,001-5,000 employees",Software Development,"Business-to-Business (B2B), Cross-Selling, Customer Retention, Product Service, Renewals, Software as a Service (SaaS), and Upselling"
19Jun2024-15:24:37,256,3770860336,EDA Workflow Optimization Engineer,NVIDIA,"Bengaluru, Karnataka, India",Reposted 1 day ago,Over 100 applicants,,,Full-time Entry level,"10,001+ employees",Computer Hardware Manufacturing,"Application-Specific Integrated Circuits (ASIC), C++, Communication, Debugging, Digital Designs, EDA, Export Control Compliance, Python (Programming Language), RTL Verification, and Very-Large-Scale Integration (VLSI)"
19Jun2024-15:24:42,256,3949788654,Back Office Officer,,,,,,,On-site Full-time Entry level,,,
19Jun2024-15:24:44,256,3894396109,SME II - Semiconductor Product Validation,UST,"Bengaluru, Karnataka, India",Reposted 6 days ago,21 applicants,,,Full-time Entry level,"10,001+ employees",IT Services and IT Consulting,"Adaptation, Communication, Computer System Validation, Equipment Qualification, Process Validation, Product Demonstration, and Quality Assurance"
19Jun2024-15:24:46,256,3930147187,Associate - Mid Market Sales,Razorpay,"Bengaluru, Karnataka, India",4 weeks ago,Over 100 applicants,,,Full-time Entry level,"1,001-5,000 employees",Software Development,"Banking Solutions, Business-to-Business (B2B), Consultative Approach, Customer Data, Daily Operations, Focussed, Inbound Sales, Interpersonal Skills, Product Demonstration, and Sales Processes"
19Jun2024-15:24:48,256,3926627443,Audiologist,Ear Solutions Pvt Ltd,"Bengaluru, Karnataka, India",5 days ago,11 applicants,,,On-site Full-time,51-200 employees,,"Audiology, Communication, Hearing Aid Dispensing, Hearing Aids, Hearing Conservation, Hearing Tests, Hearings, and Job Search"
19Jun2024-15:24:57,256,3914437969,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:24:59,256,3920853446,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 2 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:25:01,256,3914443056,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",Reposted 3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:25:03,256,3937338721,Data Engineer,Koch Industries,"Bengaluru, Karnataka, India",3 weeks ago,Over 100 applicants,,,On-site Full-time Entry level,"10,001+ employees",Oil and Gas,"Data Engineering, Data Science, Data Warehousing, Databases, and Extract, Transform, Load (ETL)"
19Jun2024-15:25:05,256,3948646454,Associate - Mid Market Sales,Razorpay,"Bengaluru, Karnataka, India",6 days ago,45 applicants,,,Full-time Entry level,"1,001-5,000 employees",Software Development,"Banking Solutions, Business-to-Business (B2B), Consultative Approach, Customer Data, Daily Operations, Focussed, Inbound Sales, Interpersonal Skills, Product Demonstration, and Sales Processes"
19Jun2024-15:25:09,256,3934897370,Hiring For Medical Biller,,,,,,,On-site Full-time Entry level,,,
